trac_name,start_race,race_id,participants
Gulfstream,21:02,5227146,"{'horse_name': ['Morea', 'Indominus', 'Scuba Sue', 'Runaway Train', 'Congressionalstorm', 'Glass House', 'Eila', 'Crazy About Jazz', 'Swimming'], 'horse_id': ['1', '2', '3', '4', '5', '6', '7', '8', '9'], 'horse_chances': []}"
Gulfstream,20:02,5227144,"{'horse_name': ['Geh Schnell', 'Leonardo Da Vinci', 'Mr. Magic', 'Sea Cookie', 'Bridge Of Luck', 'Wickstead', 'Golden Pirate', 'Point Roll', 'Zandar', 'Beaukati'], 'horse_id': ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10'], 'horse_chances': []}"
Gulfstream,18:33,5227141,"{'horse_name': ['Tricky Moon', 'Misty Spirit', 'Wild Dalton', 'Yurubi', ""I'm Thirsty"", 'My Little Princess', 'Pachamanca', 'Poopsie Doopsie'], 'horse_id': ['1', '2', '3', '4', '5', '6', '7', '8'], 'horse_chances': []}"
Gulfstream,19:02,5227142,"{'horse_name': ['Silver Sassy', 'Break Away', ""It's High Time"", 'Aly Cruise', 'Queen Of Silence', 'Troya', 'Voila La Victoire', 'Mo Wees', 'Bellamy Torch'], 'horse_id': ['1', '2', '3', '4', '5', '6', '7', '8', '9'], 'horse_chances': []}"
Wolverhampton,20:15,5228078,"{'horse_name': ['Lostock', 'Jack The Truth', 'Logi', 'Zavikon', 'Ebitda', 'Jack Blane'], 'horse_id': ['4', '2', '3', '5', '6', '1'], 'horse_chances': ['15/8 ', '2/1 ', '10/3 ', '5/1 ', '25/1 ', '40/1 ']}"
Gulfstream,19:32,5227143,"{'horse_name': ['Crowning Affair', 'Conquest Superstep', 'Last Kiss', 'Pawleys Express', 'A Little Attitude', ""Curlin's Image"", 'Money Or Love'], 'horse_id': ['1', '2', '3', '4', '5', '6', '7'], 'horse_chances': []}"
Gulfstream,18:04,5227140,"{'horse_name': ['The Great Casby', 'Padilla', 'Gone Local', 'Midnight Cello', 'Mach My Day', ""He's Cotton"", 'Moonlight Bandit'], 'horse_id': ['1', '2', '3', '4', '5', '6', '7'], 'horse_chances': []}"
Gulfstream,17:35,5227139,"{'horse_name': ['Playa Zaragoza', 'Sensationalsatrday', 'Tale Of Preseli', 'Miss Regal Light', 'Summer Whites', 'Pomera', 'Charming Fantasy', 'Miss Steffi'], 'horse_id': ['1', '2', '3', '4', '5', '6', '7', '8'], 'horse_chances': []}"
Wolverhampton,19:45,5228079,"{'horse_name': ['Lord Cooper', 'Jet Setter', 'Bismarck The Flyer', 'Scotch Myst', 'Bourbonisto', 'Vaux', 'Trick Of The Lyte'], 'horse_id': ['1', '4', '6', '7', '3', '5', '2'], 'horse_chances': ['5/4 ', '4/1 ', '9/2 ', '13/2 ', '8/1 ', '22/1 ']}"
Wolverhampton,19:15,5228076,"{'horse_name': ['Gilgamesh', ""Tailor's Row"", 'Spirit Of Sarwan', 'Letmestopyouthere', 'Mums The Word', 'Allegheny Bay'], 'horse_id': ['3', '2', '5', '1', '4', '6'], 'horse_chances': ['6/4', '3/1 ', '6/1 ', '7/1 ', '8/1 ', '12/1 ']}"
Wolverhampton,18:45,5228077,"{'horse_name': ['Dandilion', 'It Must Be Faith', 'Roaring Rory', 'Jack The Laird', 'Give Us A Belle', 'Dream Ally', 'Cruise Tothelimit', ""David's Beauty"", 'Bilash'], 'horse_id': ['6', '1', '2', '3', '8', '7', '4', '5', '9'], 'horse_chances': ['2/1 ', '5/2 ', '11/2 ', '15/2 ', '8/1 ', '16/1 ', '25/1 ', '33/1 ', '50/1 ']}"
Wolverhampton,18:15,5228073,"{'horse_name': ['Tred Softly', 'Scrafton', 'Asian Wing', 'Dream Serenade', 'Lineman', 'Iona Island', 'Tingo In The Tale', 'Musical Moon', 'Somepink'], 'horse_id': ['6', '2', '1', '8', '3', '5', '7', '4', '9'], 'horse_chances': ['9/4 ', '10/3 ', '7/2 ', '7/1 ', '10/1 ', '11/1 ', '11/1 ', '66/1 ', '66/1 ']}"
Dundalk,21:00,5228026,"{'horse_name': ['Serefeli', 'Sea Of Blue', 'Hello Humpfrey', 'King Christophe', 'Shukhov', 'U S Navy Seal', 'Mosman', 'Six Silver Lane', 'Bottleofsmoke', 'Bien Chase', 'Shake The Bucket', 'Trump Card', 'Dark Amber', 'Golden Silence', 'The Ice Meister', 'College Times', 'Yellow Rock'], 'horse_id': ['3', '1', '9', '4', '8', '2', '13', '6', '10', '16', '5', '14', '15', '12', '7', '11', '17'], 'horse_chances': ['7/2 ', '4/1 ', '4/1 ', '9/1 ', '10/1 ', '11/1 ', '11/1 ', '12/1 ', '12/1 ', '12/1 ', '14/1 ', '14/1 ', '18/1 ', '22/1 ', '28/1 ', '33/1 ', '40/1 ']}"
Wolverhampton,17:45,5228075,"{'horse_name': ['Pick Of Any', 'Ambitious Boy', 'Mr Chuckles', 'Tasaaboq', ""Lizzy's Dream"", 'Ocotillo', 'Nefetari', 'National Service', 'Presto Boy', 'Whispering Soul', 'Rat Catcher', 'Pull The Pin', 'Prince Of Time'], 'horse_id': ['1', '4', '7', '5', '11', '2', '8', '9', '12', '6', '10', '13', '3'], 'horse_chances': ['2/1 ', '7/2 ', '6/1 ', '11/1 ', '11/1 ', '12/1 ', '12/1 ', '12/1 ', '12/1 ', '33/1 ', '33/1 ', '33/1 ']}"
Exeter,15:15,5228061,"{'horse_name': ['Wild West Wind', 'Label Des Obeaux', 'In The Rough', 'Herbert Park', 'Ugolin De Beaumont'], 'horse_id': ['2', '1', '3', '4', '5'], 'horse_chances': ['1/1 ', '13/8 ', '10/1 ', '12/1 ', '22/1 ']}"
Exeter,15:50,5228064,"{'horse_name': ['Spookydooky', 'West Of The Edge', 'Abracadabra Sivola', 'Barton Gift', 'Millicent Silver', 'Theatrical Star', 'Audacious Plan', 'Woodford County', 'Vice Et Vertu', 'Talk Of The South', 'Say My Name', 'Kingswell Theatre', 'Ambion Lane', 'The Clyda Rover', 'Mountainous', 'Dawson City'], 'horse_id': ['7', '10', '4', '5', '12', '2', '9', '11', '13', '14', '8', '3', '15', '16', '1', '6'], 'horse_chances': ['3/1 ', '3/1 ', '13/2 ', '11/1 ', '11/1 ', '12/1 ', '12/1 ', '12/1 ', '20/1 ', '20/1 ', '22/1 ', '25/1 ', '50/1 ', '125/1 ']}"
Exeter,16:25,5228067,"{'horse_name': ['Any Drama', 'Brahms De Clermont', 'The Last But One', 'Black Anthem', 'Robin Why Not', 'Henchard', ""Flo'sboy Sam"", 'Some Chaos', 'Kilinakin'], 'horse_id': ['1', '3', '8', '2', '6', '4', '9', '7', '5'], 'horse_chances': ['1/3 ', '11/4 ', '11/1 ', '33/1 ', '40/1 ', '50/1 ', '80/1 ', '100/1 ', '175/1 ']}"
Exeter,14:45,5228058,"{'horse_name': ['Shaama Grise', 'Sainte Ladylime', 'Giveaway Glance', 'Toberdowney', 'Tara Mist', 'Graceful Legend', 'Aunty Ann', 'Bobble Boru'], 'horse_id': ['2', '1', '7', '5', '4', '3', '6', '8'], 'horse_chances': ['9/4 ', '5/1 ', '5/1 ', '6/1 ', '7/1 ', '17/2 ', '9/1 ', '22/1 ']}"
Warwick,17:15,5228074,"{'horse_name': ['Turn Turk', 'Dame Rose', 'Grey Warbler', 'Royal Claret', 'Diva Reconce', 'Potters Angelique', 'Lerichi Belle', 'Kiyana', ""Macca's Stowaway"", 'Flow From Devon'], 'horse_id': ['1', '7', '2', '6', '8', '5', '4', '3', '10', '9'], 'horse_chances': ['11/4 ', '11/4 ', '4/1 ', '5/1 ', '11/2 ', '16/1 ', '18/1 ', '28/1 ', '100/1 ']}"
Exeter,14:10,5228055,"{'horse_name': ['Little Miss Poet', 'Cascaye', 'Llantara', 'Princess Sonoma', 'Royale Champ', 'Robinetta', 'Civitesses', 'Drewmain Legend'], 'horse_id': ['1', '2', '5', '6', '7', '8', '3', '4'], 'horse_chances': ['1/7 ', '5/1 ', '10/1 ', '25/1 ', '50/1 ', '125/1 ', '150/1 ', '175/1 ']}"
Warwick,15:05,5228060,"{'horse_name': ['Celtic Park', 'Bassarabad', 'Bacchanel', 'Knight Ofthe Realm', 'Royals And Rebels', 'Phangio', ""How's Vienna""], 'horse_id': ['4', '2', '3', '5', '1', '6', '7'], 'horse_chances': ['3/1 ', '4/1 ', '4/1 ', '9/2 ', '7/1 ', '9/1 ', '9/1 ']}"
Warwick,14:30,5228057,"{'horse_name': ['Early Du Lemo', 'Night Of Sin', 'Landin', 'Fixed Rate', 'Sporty Yankee', 'Deduce', 'Maroc', 'Hollywood Ken', 'The Greedy Boy'], 'horse_id': ['1', '2', '6', '4', '3', '9', '7', '5', '8'], 'horse_chances': ['9/4 ', '5/2 ', '11/4 ', '10/1 ', '11/1 ', '16/1 ', '33/1 ', '50/1 ', '100/1 ']}"
Warwick,16:45,5228069,"{'horse_name': ['Allchilledout', 'Future Gilded', 'Shanroe Santos', 'Hit The Highway', 'Muckle Roe', 'Kris Spin', ""Umberto D'olivate"", 'Land Of Vic', 'Definite Memories'], 'horse_id': ['9', '5', '6', '4', '7', '3', '1', '2', '8'], 'horse_chances': ['7/2 ', '4/1 ', '11/2 ', '7/1 ', '15/2 ', '10/1 ', '11/1 ', '11/1 ', '16/1 ']}"
Warwick,15:35,5228063,"{'horse_name': ['Templehills', 'Doitforthevillage', 'No Buts', 'Dresden', 'Pressurize', 'Ballygarvey', 'Johnny Og'], 'horse_id': ['2', '5', '6', '1', '3', '7', '4'], 'horse_chances': ['3/1 ', '7/2 ', '4/1 ', '11/2 ', '6/1 ', '9/1 ', '16/1 ']}"
Warwick,16:10,5228066,"{'horse_name': ['Act Now', 'Staunton', 'Over My Head', 'The Model County', 'Storm Alert', 'Supapowers', 'Romeo Americo', 'Dalton Glance', 'Phar Away Island', 'William Money', 'Replacement Plan'], 'horse_id': ['1', '9', '10', '8', '5', '2', '6', '3', '11', '7', '4'], 'horse_chances': ['5/4 ', '7/2 ', '13/2 ', '9/1 ', '11/1 ', '12/1 ', '18/1 ', '22/1 ', '33/1 ', '1/1 ']}"
